algorithm_id,lang,title,principle,function_desc,example,usage_py,extension
img_hsv,en,HSV extraction,"## Algorithm name
HSV extraction (`img_hsv`)

## Principle
HSV is more lighting-stable; inRange yields a binary mask.

[Math & algorithm notes]
Channels I_B,I_G,I_R; HSV decouples hue/saturation/value—inRange defines a cylindrical ROI in HSV.

## Math & implementation notes
Discrete OpenCV operators act per-pixel or in local neighborhoods; mind BGR order, dtype (uint8 vs float), and border handling. For gradients, prefer intermediate CV_16S/CV_32F then convertScaleAbs for display.","## Function & pipeline notes
Color object segmentation.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Extract a red bottle cap region.","## Usage (OpenCV + Python)
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
hsv=cv2.cvtColor(img,cv2.COLOR_BGR2HSV)
mask=cv2.inRange(hsv,low,high)",
img_affine,zh,仿射变换,"## 算法名称
仿射变换（内部标识 `img_affine`）

## 原理（教材级叙述）
仿射保持平行线：6 自由度，由三对点求 M。

## 离散实现与数学扩展
【几何变换】
旋转/缩放属于仿射或相似变换子集；warpAffine 用双线性/双三次插值近似重采样，频域上相当于与 sinc 核近似卷积，故缩小再放大会损失高频。

【仿射自由度】
平面仿射 6 自由度，三对非共线对应点唯一确定矩阵；透视需单应性 8 自由度（本演示以仿射为主）。

## 与算法 id 关联的要点
仿射变换 x'=R x + t；旋转矩阵 R(θ)=[[cosθ,-sinθ],[sinθ,cosθ]]。双线性/双三次重采样对应不同插值核。","## 算法功能
校正透视近似、对齐。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
倾斜文本校正。","## 用法（OpenCV + Python）
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
M=cv2.getAffineTransform(pts1,pts2)
out=cv2.warpAffine(img,M,(w,h))",
img_affine,en,Affine transform,"## Algorithm name
Affine transform (`img_affine`)

## Principle
Affine keeps parallel lines: 6 DOF from three point pairs to M.

[Math & algorithm notes]
Affine map x'=R x + t; rotation R(θ) is orthogonal with det=1. Interpolation picks resampling kernel.

## Math & implementation notes
Discrete OpenCV operators act per-pixel or in local neighborhoods; mind BGR order, dtype (uint8 vs float), and border handling. For gradients, prefer intermediate CV_16S/CV_32F then convertScaleAbs for display.","## Function & pipeline notes
Approximate perspective correction; alignment.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Deskew slanted text.","## Usage (OpenCV + Python)
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
M=cv2.getAffineTransform(pts1,pts2)
out=cv2.warpAffine(img,M,(w,h))",
img_hist_gray,zh,灰度直方图,"## 算法名称
灰度直方图（内部标识 `img_hist_gray`）

## 原理（教材级叙述）
统计灰度级频数 h(k)，归一化即概率。

## 离散实现与数学扩展
【离散直方图与分布】
对灰度图，像素可视为独立样本，灰度级 k 的频数 h(k)=#{位置: I(x,y)=k}，归一化 p(k)=h(k)/N 近似经验分布。累积分布 C(k)=∑_{j≤k}p(j) 单调非减，是均衡化、直方图匹配与 compareHist 的基础。

【与 OpenCV 的对应】
calcHist 支持多通道、掩码与稀疏 bin；compareHist 的 HISTCMP_CORREL 等度量对应不同几何/统计假设。彩色直方图常分通道观察偏色；均衡化在 YCrCb 的 Y 通道操作可减少色相漂移。

【实践注意】
uint8 运算注意饱和与溢出；显示前可对 16 位结果做 convertScaleAbs；大分辨率下可先降采样再统计以加速探索。

## 与算法 id 关联的要点
离散灰度直方图 h(k)=#{像素位置 ω : I(ω)=k}，I 为灰度或分通道强度。归一化 p(k)=h(k)/N，N 为像素数，∑_k p(k)=1。累积分布 C(k)=∑_{j≤k}p(j) 用于均衡化与直方图匹配。","## 算法功能
分析曝光、双峰分割。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
欠曝图像直方图集中在暗端。","## 用法（OpenCV + Python）
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
gray = cv2.cvtColor(img, cv2.COLOR_BGR2GRAY)
hist=cv2.calcHist([gray],[0],None,[256],[0,256])",
img_hist_gray,en,Grayscale histogram,"## Algorithm name
Grayscale histogram (`img_hist_gray`)

## Principle
Count gray levels h(k); normalize to probability.

[Math & algorithm notes]
Discrete histogram h(k) counts pixels with intensity k; p(k)=h(k)/N. CDF C(k)=∑_{j≤k}p(j) drives equalization / matching.

## Math & implementation notes
Histograms estimate empirical distributions; equalization uses monotone mapping of the CDF; compareHist implements several dissimilarity measures.","## Function & pipeline notes
Analyze exposure; bimodal split.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Under-exposed histogram clusters at the dark end.","## Usage (OpenCV + Python)
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
gray = cv2.cvtColor(img, cv2.COLOR_BGR2GRAY)
hist=cv2.calcHist([gray],[0],None,[256],[0,256])",
img_hist_color,zh,彩色直方图,"## 算法名称
彩色直方图（内部标识 `img_hist_color`）

## 原理（教材级叙述）
分通道统计 B/G/R 直方图。

## 离散实现与数学扩展
【离散直方图与分布】
对灰度图，像素可视为独立样本，灰度级 k 的频数 h(k)=#{位置: I(x,y)=k}，归一化 p(k)=h(k)/N 近似经验分布。累积分布 C(k)=∑_{j≤k}p(j) 单调非减，是均衡化、直方图匹配与 compareHist 的基础。

【与 OpenCV 的对应】
calcHist 支持多通道、掩码与稀疏 bin；compareHist 的 HISTCMP_CORREL 等度量对应不同几何/统计假设。彩色直方图常分通道观察偏色；均衡化在 YCrCb 的 Y 通道操作可减少色相漂移。

【实践注意】
uint8 运算注意饱和与溢出；显示前可对 16 位结果做 convertScaleAbs；大分辨率下可先降采样再统计以加速探索。

## 与算法 id 关联的要点
对 B、G、R 各通道分别统计 h_B,h_G,h_R，其中 h_c(k)=∑_{x}𝟙[I_c(x)=k]。联合可视化可观察偏色：若某通道整体平移，对应直方图会相对其它通道偏移。归一化 p_c(k)=h_c(k)/N 满足 ∑_k p_c(k)=1。","## 算法功能
色彩平衡分析。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
对比原图与偏色图的三通道直方图。","## 用法（OpenCV + Python）
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
h=cv2.calcHist([img],[0],None,[256],[0,256])",
img_hist_color,en,Color histogram,"## Algorithm name
Color histogram (`img_hist_color`)

## Principle
Per-channel B/G/R histograms.

[Math & algorithm notes]
Per-channel histogram h_c(k)=∑_x 𝟙[I_c(x)=k]; normalized p_c(k)=h_c(k)/N, ∑_k p_c(k)=1. Compare B/G/R curves for color cast.

## Math & implementation notes
Histograms estimate empirical distributions; equalization uses monotone mapping of the CDF; compareHist implements several dissimilarity measures.","## Function & pipeline notes
Color balance analysis.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Compare original vs color-cast histograms.","## Usage (OpenCV + Python)
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
h=cv2.calcHist([img],[0],None,[256],[0,256])",
img_hist_eq,zh,直方图均衡,"## 算法名称
直方图均衡（内部标识 `img_hist_eq`）

## 原理（教材级叙述）
灰度均衡使灰度分布更均匀；彩色常在 Y 通道做均衡。

## 离散实现与数学扩展
【离散直方图与分布】
对灰度图，像素可视为独立样本，灰度级 k 的频数 h(k)=#{位置: I(x,y)=k}，归一化 p(k)=h(k)/N 近似经验分布。累积分布 C(k)=∑_{j≤k}p(j) 单调非减，是均衡化、直方图匹配与 compareHist 的基础。

【与 OpenCV 的对应】
calcHist 支持多通道、掩码与稀疏 bin；compareHist 的 HISTCMP_CORREL 等度量对应不同几何/统计假设。彩色直方图常分通道观察偏色；均衡化在 YCrCb 的 Y 通道操作可减少色相漂移。

【实践注意】
uint8 运算注意饱和与溢出；显示前可对 16 位结果做 convertScaleAbs；大分辨率下可先降采样再统计以加速探索。

## 与算法 id 关联的要点
灰度均衡映射 s(k)=(L−1)·∑_{j≤k} p(j)，L=256；彩色常在 Y 通道均衡以保持色度。逆映射为单调非减，故不引入虚假颜色边界（在 Y 上操作）。","## 算法功能
增强整体对比度。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
逆光人脸提亮。","## 用法（OpenCV + Python）
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
gray = cv2.cvtColor(img, cv2.COLOR_BGR2GRAY)
eq=cv2.equalizeHist(gray)",
img_hist_eq,en,Histogram equalization,"## Algorithm name
Histogram equalization (`img_hist_eq`)

## Principle
Grayscale equalization spreads levels; color often equalizes the Y channel.

[Math & algorithm notes]
Equalization s(k)=(L−1)·∑_{j≤k} p(j) (monotone); on color, equalize Y in YCrCb to limit hue shift.

## Math & implementation notes
Histograms estimate empirical distributions; equalization uses monotone mapping of the CDF; compareHist implements several dissimilarity measures.","## Function & pipeline notes
Boost global contrast.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Brighten a backlit face.","## Usage (OpenCV + Python)
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
gray = cv2.cvtColor(img, cv2.COLOR_BGR2GRAY)
eq=cv2.equalizeHist(gray)",
img_hist_cmp,zh,直方图比较,"## 算法名称
直方图比较（内部标识 `img_hist_cmp`）

## 原理（教材级叙述）
cv2.compareHist 支持相关、卡方、巴氏距离等。

## 离散实现与数学扩展
【离散直方图与分布】
对灰度图，像素可视为独立样本，灰度级 k 的频数 h(k)=#{位置: I(x,y)=k}，归一化 p(k)=h(k)/N 近似经验分布。累积分布 C(k)=∑_{j≤k}p(j) 单调非减，是均衡化、直方图匹配与 compareHist 的基础。

【与 OpenCV 的对应】
calcHist 支持多通道、掩码与稀疏 bin；compareHist 的 HISTCMP_CORREL 等度量对应不同几何/统计假设。彩色直方图常分通道观察偏色；均衡化在 YCrCb 的 Y 通道操作可减少色相漂移。

【实践注意】
uint8 运算注意饱和与溢出；显示前可对 16 位结果做 convertScaleAbs；大分辨率下可先降采样再统计以加速探索。

## 与算法 id 关联的要点
比较两分布 h₁,h₂：相关系数 d_corr=∑_k (h̃₁(k)−μ₁)(h̃₂(k)−μ₂)/(σ₁σ₂)（离散近似，OpenCV HISTCMP_CORREL）。也可用 χ²、Bhattacharyya 等度量；本演示对原图与均衡后灰度做相关。","## 算法功能
图像检索、变化检测。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
比较原图与均衡后直方图的相关性。","## 用法（OpenCV + Python）
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
d=cv2.compareHist(h1,h2,cv2.HISTCMP_CORREL)",
img_hist_cmp,en,Histogram compare,"## Algorithm name
Histogram compare (`img_hist_cmp`)

## Principle
cv2.compareHist: correlation, Chi-square, Bhattacharyya, etc.

[Math & algorithm notes]
Histogram distance: correlation maps to cosine similarity of mean-centered bins; OpenCV also offers Chi-square, Bhattacharyya, etc.

## Math & implementation notes
Histograms estimate empirical distributions; equalization uses monotone mapping of the CDF; compareHist implements several dissimilarity measures.","## Function & pipeline notes
Retrieval; change detection.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Compare correlation of original vs equalized histograms.","## Usage (OpenCV + Python)
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
d=cv2.compareHist(h1,h2,cv2.HISTCMP_CORREL)",
img_q_single,zh,单阈值量化,"## 算法名称
单阈值量化（内部标识 `img_q_single`）

## 原理（教材级叙述）
单阈值将连续灰度映射到两档。

## 离散实现与数学扩展
【逐点映射】
算术与阈值本质为 I'(x)=f(I(x),θ)。cv2.add/subtract 为饱和运算；乘法常在 float 域完成再 clip。阈值分割将连续灰度压到少数标签，是分割与 OCR 的前级。

【自适应阈值】
局部均值/高斯加权阈值可补偿光照渐变，块大小与常数 C 控制平滑与灵敏度。

【色彩与掩码】
HSV 柱坐标便于选色；inRange 生成单通道 mask，再 bitwise_and 保留 ROI。

## 与算法 id 关联的要点
阈值分割将连续灰度映射到有限集合：I'(x)=255·𝟙[I(x)>T] 或分段常数；Otsu 通过最大化类间方差自动选 T。","## 算法功能
二值分割。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
Otsu 可自动选阈值。","## 用法（OpenCV + Python）
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
gray = cv2.cvtColor(img, cv2.COLOR_BGR2GRAY)
_,th=cv2.threshold(gray,0,255,cv2.THRESH_BINARY+cv2.THRESH_OTSU)",
img_q_single,en,Single threshold,"## Algorithm name
Single threshold (`img_q_single`)

## Principle
Single threshold maps continuous gray to two levels.

[Math & algorithm notes]
Thresholding maps intensities to a finite set; Otsu maximizes between-class variance for automatic T.

## Math & implementation notes
Discrete OpenCV operators act per-pixel or in local neighborhoods; mind BGR order, dtype (uint8 vs float), and border handling. For gradients, prefer intermediate CV_16S/CV_32F then convertScaleAbs for display.","## Function & pipeline notes
Binary segmentation.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Otsu can pick T automatically.","## Usage (OpenCV + Python)
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
gray = cv2.cvtColor(img, cv2.COLOR_BGR2GRAY)
_,th=cv2.threshold(gray,0,255,cv2.THRESH_BINARY+cv2.THRESH_OTSU)",
img_q_double,zh,双阈值量化,"## 算法名称
双阈值量化（内部标识 `img_q_double`）

## 原理（教材级叙述）
两阈值形成三段或用于 Canny 滞后阈值思想。

## 离散实现与数学扩展
【逐点映射】
算术与阈值本质为 I'(x)=f(I(x),θ)。cv2.add/subtract 为饱和运算；乘法常在 float 域完成再 clip。阈值分割将连续灰度压到少数标签，是分割与 OCR 的前级。

【自适应阈值】
局部均值/高斯加权阈值可补偿光照渐变，块大小与常数 C 控制平滑与灵敏度。

【色彩与掩码】
HSV 柱坐标便于选色；inRange 生成单通道 mask，再 bitwise_and 保留 ROI。

## 与算法 id 关联的要点
阈值分割将连续灰度映射到有限集合：I'(x)=255·𝟙[I(x)>T] 或分段常数；Otsu 通过最大化类间方差自动选 T。","## 算法功能
边缘连接、区域分层。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
高阈值保留强边缘，低阈值连接弱边缘。","## 用法（OpenCV + Python）
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
gray = cv2.cvtColor(img, cv2.COLOR_BGR2GRAY)
edges=cv2.Canny(gray,t1,t2)",
img_q_double,en,Double threshold,"## Algorithm name
Double threshold (`img_q_double`)

## Principle
Two thresholds form three bands or echo Canny hysteresis.

[Math & algorithm notes]
Thresholding maps intensities to a finite set; Otsu maximizes between-class variance for automatic T.

## Math & implementation notes
Discrete OpenCV operators act per-pixel or in local neighborhoods; mind BGR order, dtype (uint8 vs float), and border handling. For gradients, prefer intermediate CV_16S/CV_32F then convertScaleAbs for display.","## Function & pipeline notes
Edge linking; layered regions.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
High T keeps strong edges; low T connects weak ones.","## Usage (OpenCV + Python)
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
gray = cv2.cvtColor(img, cv2.COLOR_BGR2GRAY)
edges=cv2.Canny(gray,t1,t2)",
img_thresh_zero,zh,置零阈值,"## 算法名称
置零阈值（内部标识 `img_thresh_zero`）

## 原理（教材级叙述）
THRESH_TOZERO：低于阈值置 0，高于保留。

## 离散实现与数学扩展
【逐点映射】
算术与阈值本质为 I'(x)=f(I(x),θ)。cv2.add/subtract 为饱和运算；乘法常在 float 域完成再 clip。阈值分割将连续灰度压到少数标签，是分割与 OCR 的前级。

【自适应阈值】
局部均值/高斯加权阈值可补偿光照渐变，块大小与常数 C 控制平滑与灵敏度。

【色彩与掩码】
HSV 柱坐标便于选色；inRange 生成单通道 mask，再 bitwise_and 保留 ROI。

## 与算法 id 关联的要点
THRESH_TOZERO：I'(x)=I(x)·𝟙[I(x)>T]，低于阈值的像素置 0，高于保持原值。与二值化不同，输出仍为灰度，适合抑制弱纹理而保留强边缘附近灰度。","## 算法功能
抑制弱响应。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
弱化阴影细节。","## 用法（OpenCV + Python）
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
gray = cv2.cvtColor(img, cv2.COLOR_BGR2GRAY)
_,th=cv2.threshold(gray,127,255,cv2.THRESH_TOZERO)",
img_thresh_zero,en,Threshold to zero,"## Algorithm name
Threshold to zero (`img_thresh_zero`)

## Principle
THRESH_TOZERO: below T set to 0; above keeps value.

[Math & algorithm notes]
THRESH_TOZERO: I'(x)=I(x)·𝟙[I(x)>T]; values below T become 0, above stay—grayscale output, not binary.

## Math & implementation notes
Discrete OpenCV operators act per-pixel or in local neighborhoods; mind BGR order, dtype (uint8 vs float), and border handling. For gradients, prefer intermediate CV_16S/CV_32F then convertScaleAbs for display.","## Function & pipeline notes
Suppress weak response.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Soften shadow detail.","## Usage (OpenCV + Python)
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
gray = cv2.cvtColor(img, cv2.COLOR_BGR2GRAY)
_,th=cv2.threshold(gray,127,255,cv2.THRESH_TOZERO)",
img_adaptive,zh,自适应阈值,"## 算法名称
自适应阈值（内部标识 `img_adaptive`）

## 原理（教材级叙述）
局部邻域统计阈值，适应光照不均。

## 离散实现与数学扩展
【逐点映射】
算术与阈值本质为 I'(x)=f(I(x),θ)。cv2.add/subtract 为饱和运算；乘法常在 float 域完成再 clip。阈值分割将连续灰度压到少数标签，是分割与 OCR 的前级。

【自适应阈值】
局部均值/高斯加权阈值可补偿光照渐变，块大小与常数 C 控制平滑与灵敏度。

【色彩与掩码】
HSV 柱坐标便于选色；inRange 生成单通道 mask，再 bitwise_and 保留 ROI。

## 与算法 id 关联的要点
阈值分割将连续灰度映射到有限集合：I'(x)=255·𝟙[I(x)>T] 或分段常数；Otsu 通过最大化类间方差自动选 T。","## 算法功能
文档扫描、不均匀照明。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
光照不匀的纸张二值化。","## 用法（OpenCV + Python）
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
gray = cv2.cvtColor(img, cv2.COLOR_BGR2GRAY)
th=cv2.adaptiveThreshold(gray,255,cv2.ADAPTIVE_THRESH_GAUSSIAN_C,cv2.THRESH_BINARY,11,2)",
img_adaptive,en,Adaptive threshold,"## Algorithm name
Adaptive threshold (`img_adaptive`)

## Principle
Local neighborhood threshold; copes with uneven lighting.

[Math & algorithm notes]
Thresholding maps intensities to a finite set; Otsu maximizes between-class variance for automatic T.

## Math & implementation notes
Discrete OpenCV operators act per-pixel or in local neighborhoods; mind BGR order, dtype (uint8 vs float), and border handling. For gradients, prefer intermediate CV_16S/CV_32F then convertScaleAbs for display.","## Function & pipeline notes
Document scan; non-uniform illumination.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Binarize uneven paper lighting.","## Usage (OpenCV + Python)
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
gray = cv2.cvtColor(img, cv2.COLOR_BGR2GRAY)
th=cv2.adaptiveThreshold(gray,255,cv2.ADAPTIVE_THRESH_GAUSSIAN_C,cv2.THRESH_BINARY,11,2)",
img_conv2d,zh,二维卷积,"## 算法名称
二维卷积（内部标识 `img_conv2d`）

## 原理（教材级叙述）
可分离卷积核加速；filter2D 实现线性滤波。

## 离散实现与数学扩展
【线性移不变系统】
卷积 I'=I*h，h 为有限支撑核；可分离核 h=h_x⊗h_y 降低复杂度。高斯核等价频域低通；锐化常写作 I+α(I−G_σ*I)（反锐化）。

【非线性滤镜】
浮雕等属方向性高通+偏置；怀旧多为对角仿射或 LUT 色调映射。

## 与算法 id 关联的要点
线性滤波可写为卷积 I'(x)=∑_k I(x−k)·h(k)，离散实现即 filter2D。可分离核 h=h₁⊗h₂ 可降低复杂度。","## 算法功能
平滑、锐化、边缘响应。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
拉普拉斯核增强边缘。","## 用法（OpenCV + Python）
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
k=np.array([[-1,-1,-1],[-1,8,-1],[-1,-1,-1]])
out=cv2.filter2D(gray,-1,k)",
img_conv2d,en,2D convolution,"## Algorithm name
2D convolution (`img_conv2d`)

## Principle
Separable kernels for speed; filter2D implements linear filtering.

[Math & algorithm notes]
Linear filtering I' = I * h with discrete convolution; separable kernels reduce cost.

## Math & implementation notes
Discrete OpenCV operators act per-pixel or in local neighborhoods; mind BGR order, dtype (uint8 vs float), and border handling. For gradients, prefer intermediate CV_16S/CV_32F then convertScaleAbs for display.","## Function & pipeline notes
Smoothing, sharpening, edge response.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Laplacian-like kernel to emphasize edges.","## Usage (OpenCV + Python)
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
k=np.array([[-1,-1,-1],[-1,8,-1],[-1,-1,-1]])
out=cv2.filter2D(gray,-1,k)",
morph_erode,zh,腐蚀,"## 算法名称
腐蚀（内部标识 `morph_erode`）

## 原理（教材级叙述）
结构元素范围内取最小值，缩小亮区域。

## 离散实现与数学扩展
【形态学代数】
在二值或灰度图上，腐蚀 (I⊖B)(x)=min_{b∈B} I(x+b)，膨胀对偶为 max。开运算=腐蚀后膨胀，去小亮噪；闭运算=膨胀后腐蚀，填小孔。顶帽/黑帽刻画与邻域均值的亮/暗偏差。

【结构元素】
形状与尺寸决定各向异性：细长核检测特定方向结构；迭代次数等效于更大核但可分步调试。

【边界与类型】
注意 BORDER_DEFAULT / BORDER_REPLICATE 等对边界像素填充；灰度形态学与二值形态学在 max-min 意义上统一。

## 与算法 id 关联的要点
灰度/二值形态学在结构元素 B 上定义：腐蚀 (I⊖B)(x)=min_{b∈B} I(x+b)，膨胀 (I⊕B)(x)=max_{b∈B} I(x+b)。开闭、顶帽、黑帽均由腐蚀/膨胀复合得到。","## 算法功能
去噪点、分离物体。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
去除二值图像小白点噪声。","## 用法（OpenCV + Python）
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
kernel = cv2.getStructuringElement(cv2.MORPH_RECT, (5, 5))
er=cv2.erode(bin,kernel)",
morph_erode,en,Erode,"## Algorithm name
Erode (`morph_erode`)

## Principle
Structuring element: per-neighborhood minimum; shrinks bright regions.

[Math & algorithm notes]
Grayscale morphology with structuring element B: erosion (I⊖B)(x)=min_{b∈B} I(x+b), dilation dual with max. Opening/closing/top-hat/black-hat are compositions.

## Math & implementation notes
Mathematical morphology uses min/max filters with a structuring element; compositions yield open/close/top-hat/black-hat operators.","## Function & pipeline notes
Remove speckles; separate blobs.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Remove small white noise on a binary image.","## Usage (OpenCV + Python)
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
kernel = cv2.getStructuringElement(cv2.MORPH_RECT, (5, 5))
er=cv2.erode(bin,kernel)",
morph_dilate,zh,膨胀,"## 算法名称
膨胀（内部标识 `morph_dilate`）

## 原理（教材级叙述）
结构元素范围内取最大值，扩大亮区域。

## 离散实现与数学扩展
【形态学代数】
在二值或灰度图上，腐蚀 (I⊖B)(x)=min_{b∈B} I(x+b)，膨胀对偶为 max。开运算=腐蚀后膨胀，去小亮噪；闭运算=膨胀后腐蚀，填小孔。顶帽/黑帽刻画与邻域均值的亮/暗偏差。

【结构元素】
形状与尺寸决定各向异性：细长核检测特定方向结构；迭代次数等效于更大核但可分步调试。

【边界与类型】
注意 BORDER_DEFAULT / BORDER_REPLICATE 等对边界像素填充；灰度形态学与二值形态学在 max-min 意义上统一。

## 与算法 id 关联的要点
灰度/二值形态学在结构元素 B 上定义：腐蚀 (I⊖B)(x)=min_{b∈B} I(x+b)，膨胀 (I⊕B)(x)=max_{b∈B} I(x+b)。开闭、顶帽、黑帽均由腐蚀/膨胀复合得到。","## 算法功能
填充孔洞、连接区域。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
加粗笔画。","## 用法（OpenCV + Python）
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
kernel = cv2.getStructuringElement(cv2.MORPH_RECT, (5, 5))
d=cv2.dilate(bin,kernel)",
morph_dilate,en,Dilate,"## Algorithm name
Dilate (`morph_dilate`)

## Principle
Per-neighborhood maximum; expands bright regions.

[Math & algorithm notes]
Grayscale morphology with structuring element B: erosion (I⊖B)(x)=min_{b∈B} I(x+b), dilation dual with max. Opening/closing/top-hat/black-hat are compositions.

## Math & implementation notes
Mathematical morphology uses min/max filters with a structuring element; compositions yield open/close/top-hat/black-hat operators.","## Function & pipeline notes
Fill holes; connect regions.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Thicken strokes.","## Usage (OpenCV + Python)
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
kernel = cv2.getStructuringElement(cv2.MORPH_RECT, (5, 5))
d=cv2.dilate(bin,kernel)",
